,is_spam,sms
1765,0,good afternoon sex gun go job search I wake first thought always love I wish fine happy know I adore
1766,0,come whatever want
1767,0,ok chink favourite song
1768,0,see I post facebook
1769,1,call freephone
1770,1,buy space invader chance win org arcade game console press game arcade st charge see ocoukgame term setting purchase
1771,0,wonder world th th style th smile th personality rd nature nd sums st lovely friendship good morning dear
1772,1,loan purpose homeowner tenant welcome previously refuse still help call free text back help
1773,1,big brother alert computer select k cash voucher call po box cry lanoline cost pp mobile vary
1774,0,oh well c later
1775,0,uncle atlanta wish gun great smelter
1776,0,dear I free message without charge hi hi hi
1777,0,search love let love find call fall love boy force fall know someone hold bslvyl
1778,0,I dun believe I tell
1779,0,know god create gap finger one make come amp fill gap hold hand love
1780,0,yessura sun tell
1781,0,run transfer I
1782,0,take shower yeah ill leave
1783,0,work eye philosophy text later bit free chat
1784,0,havenaot lose I ill always b I diderot intend hurt I never know feel I iwasmarinethataos itriedtell urmomi careabout
1785,1,win winner mr folly win upon exciting prize soon keep eye mobile visit wwincouk
1786,0,bad girl I still remember
1787,0,much I give morning
1788,0,I hope alright babe I worry might feel bit desperate learn job face I wait come back love
1789,0,hey tell I lake address carlo want I meet I get lose answer phone
1790,0,I get opinion something first
1791,0,one week leave I put know time
1792,0,hit move I
1793,0,excellent I spend leave year air force run afghanistan I stable honest like travel
1794,0,I anna watch movie
1795,0,ok ii school
1796,0,class get text
1797,0,bus leaf leave
1798,0,god bless good sleep dear pray
1799,1,today vodka number end select receive apsaward match please call quote claim code standard rate pp
1800,0,nice day today I love dearly
1801,0,bit pain I scar dun red I die become well look order let
1802,0,right ill ask roommate
1803,0,house beer
1804,0,I wan meet n combine part da rest da project go
1805,0,get ticket walsall th march mate get I sat ill pay treat want go txt back merry
1806,0,yes chat
1807,0,hi less I know work call I home eve xx
1808,0,sign aft meeting supervisor get work liar work
1809,0,go write exam week
1810,0,well I watch shriek
1811,0,I much dirty fellow
1812,0,funny day wat tell I ok
1813,0,ill probably tomorrow even later tonight something go
1814,0,I say die man I feel sad I go I want know I would probably go late night
1815,0,thinking lift I one
1816,0,dun wan dun like I already ah wat still eat
1817,0,send I email soon
1818,0,wat make people dearer de happiness dat feel meet de pain feel miss dem
1819,0,due theresa hope okay I hear people I call receive package since dec leave would like know fantastic year good reading plus really really first aid smile work
1820,0,hey gorgeous man work mobile number good one babe squishy
1821,0,may I call later pus
1822,1,hot pick straight phone see I get wet want xx text pick txt cost p textoperator gag xx
1823,0,way stay oh
1824,0,hello take call I get job start monday
1825,0,time flight mr
1826,0,I come
1827,0,I rather prominent bite mark right cheek
1828,0,september
1829,0,wet right
1830,0,husband
1831,1,hack chat get backdoor entry chat room fraction cost reply neo call subscribe p pm des cm box len wcnxx
1832,0,norm tomorrow I finish cos st test need sort library stuff point get letter today access til end march I well get move
1833,0,yeah I get list anna feel really anti social
1834,0,I office na
1835,0,comingdown later
1836,0,super good replacement murat
1837,0,da good good playerwhy untold
1838,0,hi want join I later meet five call class
1839,0,england telly decide let I watch enlist kiss damn
1840,1,free nikita motorola unto price linerental free net minstxtmth free tooth call mobileupd call optoutdwv
1841,0,I want hear philosophy say happen
1842,0,get job wiproyou get every thing life year
1843,0,get da lawton matrix card I let
1844,0,funny da next show aft pay get
1845,1,nd time try contact win pound prize claim easy call p per min btnationalrate
1846,0,I make payment much sorry would want feet way
1847,0,play one day last year know even though good team like india
1848,0,girl wait reception ah
1849,0,say slowly god love amp I need youclean heart bloodshed ten special people amp c miracle tomorrow itplspls
1850,0,I hate turn fun shopping trip annoying day everything would look house
1851,0,sir I wait call
1852,0,want I come online
1853,0,could work well reach consensus next meeting
1854,0,dinah I wait entertain I
1855,0,last thing I ever want hurt I think would laugh embarrassed delete tag keep go far I know want even fact even feel like I would hurt show really know I mess wednesday want bad problem I time clean choose type take picture sleep want go I mind thing make bed throw sundry top I friend house embarrassed underwear brass strew bed pillow floor something else use good least make bed
1856,0,ill let know kick
1857,0,call ok I say call
1858,0,call number available appointment ask connect call want fathom
1859,0,I go buy I meet I later
1860,0,mm fuck fair know weakness gain push knee expose belly pull head forget I know wicked smile
1861,0,today system get readyall well I also deep well
1862,0,mon want know
1863,0,right ill text back
1864,0,know support ass sit I think I think play
1865,0,oh ok I know mean yep I baby join
1866,1,win guaranteed cash prize claim prize call customer service representative
1867,1,would like see xx pick hot nearly banner
1868,1,hm bonus special pound genuine hm voucher win answer easy question play send hm infowwpercentrealcom
1869,0,watch I get new job
1870,0,pen thing beyond joke bird master ever
1871,0,I party flex nichola
1872,1,secret admirer look make contact find reveal think specialcall
1873,0,see miss call dear brother gr day
1874,0,ok ii finish soon
1875,0,sorry I help
1876,0,come I slave go unconsciously avoid I make I unhappy
1877,0,I love ass enjoy foggy style
1878,0,I think ask grm excuse lazy people I joy
1879,1,dear xx use invite chat final attempt contact txt chat pmsgrcvdhgsuitelandsrowwjhl len yes
1880,1,urgent please call lanoline complimentary tenerife holiday cash await collection box wax pp
1881,0,way home long dry spell season would
1882,0,I gutta collect da car let
1883,0,ok knackere come home go sleep good full time work lark
1884,0,probably early station I think
1885,1,call listen extreme dirty live chat go office right total privacy one know sic listen p min
1886,0,good morning ply call I sir
1887,1,freemen hey I get videopic bone reply wild txt ill send pick hurry bored work xx prove stopstop
1888,0,head much left
1889,0,I outside cos warren say come shop course nice wat go look player
1890,0,right sound good want I come
1891,0,wat would like birthday
1892,0,I love work home
1893,0,miss day parachute double coin must know I well
1894,0,sorry ill call later
1895,0,sister get place girl soft da
1896,1,free entry weekly come chance win upon txt god get entry st txt rate apply detail
1897,0,one one mud make use e unlimited hata
1898,0,people table labia
1899,0,stop old man get build shopman snow angel snowball fight
1900,0,hello babe ok
1901,0,hello beautiful r ok give kind ad row iv walk pub I want night iv miss
1902,0,go idea sir aft dat
1903,0,become leave jan al post office holiday go fr post oficegot suffer
1904,0,grm mon take forever prescription pharmacy like minute away ugh
1905,0,real suck I even cook whole electricity hungry
1906,0,want go
1907,1,new textbuddy chat horny gun area p free receive search postpone gaytextbuddycom txt one name stop nl
1908,0,time month mid time
1909,0,fluff text deem far go
1910,0,leave yet ok go elsewhere n eat
1911,0,fujitsu series lifebook good
1912,0,war I wanted scold yes late already I get long se king ask I b ask I ill go w n still act real
1913,0,know bring food
1914,0,current food I alone also
1915,0,ill fr I dun da book home
1916,0,hello go village pub either come accordingly ok
1917,0,ok
1918,0,call like leave time oh give hypertension oh
1919,0,give monkey think I certainly mind friend mineral sleep iv mud annoying
1920,0,org could snow tone
1921,1,call tell call claim prize enter mobile personal detail prompt careful
1922,1,free st week entry textpod chance win go upon cash every txt upon tss wwtextpodnet custcare
1923,0,carry disturb
1924,0,pa tell I I go bath
1925,0,finish altar negro
1926,0,r scratch
1927,0,hope great day
1928,0,either idea know anyplace something
1929,0,planning usually stop find hell weed
1930,0,fact cleaning show know upset priority constantly I want
1931,0,excellent ready moan scream ecstasy
1932,1,people dig area call join like minded gun arrange evening aah milan limb
1933,0,due altar imp one point I think actually fly room almost try hit one reflex
1934,1,well costa del sol holiday await collection call claim pobox stockport costapspm margin
1935,0,come search job
1936,0,I get louse sleep I keep wake every hour see cat want come I worry cold
1937,0,yeah ill leave couple minute amp let know I get
1938,0,I call I make sure dat give woman
1939,0,hey go jazz power hip hop b yogasana
1940,0,battery mr adele uncle ak region
1941,0,I pick phone right pus send message
1942,0,wait instant bus stop
1943,0,oh I think mean mary jane
1944,0,hata really oh deduce lesson mr
1945,0,ah go work j bout
1946,0,eat shit wait monkey face bitch ashore
1947,0,good night go sleep
1948,0,right ill grab something eat text I back
1949,0,come search job
1950,0,take something pain move however side next see doctor
1951,0,oh babe I slide place midnight thank invite
1952,0,person story
1953,1,guess somebody know secretly fancy anna find give call lanoline dateboxessexcmxn pain
1954,0,would awesome aback
